sentiment,review_body,product_category
1,Cute jacket  but size didn't work on me. 5'4  135 lbs. normally order s or xs in tops  but m in jackets. ordered the medium  but way too long everywhere. i can get by with regular a lot in retailer  but definitely ordering the petite to see if any better. not sure it will be enough though as arms were quite long.,Jackets
1,I love this kimono. it fits great. and is gorgeous!!,Jackets
1,"This is my first demin jacket ever as all the ones i ever tried were too stiff  and far too boxy and long on me. i need to thank all the reviewers who helped me take the plunge. . got the size xs regular which is only slightly snug at bust when buttoned and a tiny bit long in the arm for me (5'2""  currently 33-25-37 with narrow shoulders and torso). very flattering look. if this jacket comes out in a new darker wash version i will definitely also try a petite size s. . the one i got in the mail",Jackets
1,Super cute! no complaints! fun print! light weight soft material!,Jackets
1,"Loved this from the minute i saw it in an email. i got the blue grey in a medium. i'm 5'4""  140. it's a little roomy but will be nice over sweaters too. i love the cropped length. really well made.",Jackets
1,I tied this on a whim  thinking it was a big 80s on the hanger  but it is so cute and hip  i fell instantly in love. the material is amazingly soft and generally doesn't wrinkle. i wore it for my thesis presentation and it went flawlessly! it has a very light light-grey window pane print on it that looks great with grey pixie pants  white pants  and the blue is light enough you could even pair it with black bottoms and jeans. a total catch  and the fun layover in the back is just an added pop of,Jackets
1,Ok. stop everything  take out your credit card & order this blazer immediately! i'm obsessed with blazers  but was on the fence about ordering this one (i mean  how many black blazers can one girl own?!)  but after reading the outstanding reviews  i decided to go for it & i'm so glad i did! the online pictures do it no justice whatsoever  & i was afraid the polyester blend & gold buttons would look cheap  but  boy  was i in for a surprise when i opened my package! the black fabric looks high-end,Jackets
1,This arrived just in time for the winter snow storm.  i was glad i had read previous reviews advising that it ran large  and that the gray sleeves are surprisingly attached to the sweater  and do not represent a separate top beneath the sweater.  i got a size small  and it fits perfectly. it's big and boxy but doesn't make feel like i look fat. with slim-fitting trousers - it's super stylish.,Jackets
-1,These were perfect in the legs  nice and stretchy  but problematic in the waist. i'm generally a 31/size 12  but i had to squeeze to get them to close. they've already gone back. if you have a tinier waist they'd probably be fine.,Jeans
-1,When i tried these on in the store i was thrilled - they were comfy as yoga pants and  the fit was divine. i thought i had found the perfect jeans and i splurged on them for my birthday. after wearing just two times they are baggy and the knees are totally bagged out  saggy and faded.  so disappointing - i want my $180 back!,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,These run at least 2 sizes smaller than other styles of the same brand  mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever  i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.,Jeans
-1,I really wanted to love these  i bought them in a rush because i needed to replace my skinny jeans asap. they were a little long and didn't quite hug my calves but i figured with hemming they would be fine. i was told they wouldn't stretch out much. well  they fit great at the waist but the legs are now huge on me and i can't get them to shrink. wish i spent a little more on a different skinny jean. too late to return  so my hoping to be going out jeans are now lazy day jeans.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,These run very small!! they are also short  almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.,Jeans
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
0,I looked like i was going to work on a farm. well made  but seemed fit big. i like and have owned wide leg pants/capris  these were cartoonishly wide.  needless to say  they were returned.,Jeans
0,The color on these are amazing. i am 5'2 and these are really meant for that long lean profile. note they have very little stretch.,Jeans
0,I loved these when i first got them. they fit perfectly and are the softest and most comfortable pair of cords i've ever owned. plus ag is the only brand of jeans i buy. unfortunately  they stretch out horribly within one wearing. for such a pricey pair of cords  i'm extremely disappointed. i'm not sure if i should've sized down  but now i'm wishing i had  although i'm not sure that would make a difference.,Jeans
0,I stopped into a store near me specifically to try these on given how adorable they look here. while i liked them  i didn't love them. i love some stretch  so that part was good. however  the denim was much thinner and lighter colored than they look to me online here.       i really want to love them  though their light color has me less enthusiastic. another reviewer also mentioned a butt-flattening effect  which i noticed also. i might have sprung for them anyway  they do have a cute shape  bu,Jeans
0,"Would recommend  but with the caveat that i had to return due to the pants being way too big all over  even the length was more than i expected from the photos online. i am 5'5"" 120lbs narrow hips  usually a 25 in pants (including other level 99 pants i own). i ordered a 25 and i could have pulled them off completely buttoned  plus they went nearly to my ankles. anyhow  the material is really nice  soft and comfy  color was good (i ordered the dark)  and i could imagine they would be super cute",Jeans
0,"I think these jeans are good for people with long lean legs. i'm 5'7"" 155 lbs and the wide cuff made my legs look short and stubby. the weight of the jeans is a little on the heavier side - i usually like soft denim. i usually wear a 31 and thought they were true to size.",Jeans
0,These were very nice  but had to return. i have a hard time with jeans as i am big and curvy in hips and butt. these were tight in those places and big in the waist ,Jeans
0,Ordered a petite and it was not as dark of a denim like the picture. the pockets on the backside are wide and are not flattering if you have any curve to your rear. makes you look wider than you are! pocket on front are also large  which accentuate thighs. these were returned immediately as it did not work for me.,Jeans
0,I'm 5.1 and always bought 27p. they didn't have petite anymore  so i bought 27r  knowing that it'll hit my ankle instead of being cropped. it's very cute as an ankle-length with some flare. my only issue is that the 27r was very tight around the crotch and upper thigh. it's a very tight fit just right there!... and not enough of stretch to be comfortable when sitting. i wonder if it will stretch out a bit more from wear? i then ordered a 28r to see if that fits better  and it fits a tad loose ev,Jeans
1,I haven't worn a pair of levis in ages  and had forgotten how great they are. i have recently lost weight and i have to say they are very flattering. i wasn't sure at first how i would ilike the frayed hems  but they are growing on me.,Jeans
1,I really love this rose-pink color. the pants fit like a glove. the cuff is not sewn up  so you can lower the cuff to where you like it.,Jeans
1,These are form fitting and have a great wash. the size runs large so i would say consider to go down one size than you usually wear. the bottom tapers so they are great to wear wtih flats or can easily fit into boots.,Jeans
1,The jeans are the perfect high-waisted jeans. they do not stretch out and fit perfectly. the perfect length for a heel. love them all year round.,Jeans
1,Perfect high rise jeans - just a little bit of stretch for comfort. the high waist doesn't roll down and no knicker cleavage when bending over. perfect to go with crop tops,Jeans
1,"Love these level 99 pants. ""newport"" style. dress them up or down. wearing mine today with a moth top i also got at a. looking kind of 70s chic. light jeans for a hot day.",Jeans
1,It is a good item  just not what i was looking for. if you want a medium waist and straight at the bottom  it is great  i am more of a high waist  skinny bottom.,Jeans
1,Love me some pilcro jeans! these fit like the stet jeans.    i got my usual size 27p and the fit is good but not too tight. i am not crazy about the hem but they feel so good that they are worth it. they don't come above my ankle like on the model but come slightly below which i really like. i will say that if you want a true black  you may not like this color. they are more of a faded black.,Jeans
1,Super cute and more fitted than the baggy overalls of yesteryear. i love them.,Jeans
-1,This top arrived today  and after trying it on  i wanted to leave a review to say that the shirt is 100% without a doubt pinned back on the model in the product picture. the fit is designed to be loose  so i don't think anyone could possibly get the same look as the model even if they sized down. i've included a picture of how it fits naturally  and a picture of how it fits the model as i hold the fabric back. it's still a cute shirt  just not the flattering top i was expecting. i'm debating on,Knits
-1,I was so excited when i purchased this top! it was going to be my go to for running around  as it looked super cute with leggings and boots! the softness alone made me feel like i was wearing my pajamas.....so comfy! that all changed after one washing......it is now pilling and not nearly as soft as before! makes me sad  but it is going back!,Knits
-1,Love the design of the fabric. i actually bought these in both colors. i gave only 1 star due stitching on the fabric  it's very scratchy.,Knits
-1,Wasn't crazy about this top. it looked great online but in person it's just a boring and lifeless top.,Knits
-1,The yellow is not as bright as the pic and the tee shirt base color is more off white/oatmeal making the shirt look much more drab in person than in the pics. fit was ok but nothing special about this and will be returning.,Knits
-1,This is one of the lowest quality shirts i have ever received from retailer. i was so excited for the shirt  it looked so pretty and soft in the pictures. the flax is very scratchy  marring the softness of the rest of the fabric. the top half is totally sheer  requiring a cami. the shirt is cut in such a way that it flares out from the rib cafe in an unstructured way  unnecessarily adding visual pounds. finally  the sewing is done very poorly and the the side tag is literally three inches long--wh,Knits
-1,Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.,Knits
-1,This blouse has too much drapey fabric and it's just not flattering.  in the front part of the blouse the fabric is relatively short  but the sleeves have so much excess fabric it almost looks like a clown suit.  sending back.,Knits
-1,"When i saw this online i immediately put it on my ""must buy"" list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store  in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily  my b&m store had it and i am so glad i didn't waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online doesn't show is that it has dol",Knits
0,I had been eyeing this top for weeks. it's look so beautiful on the model  however  not great on me. material is fab. the tee is way shorter than it appears online and there is too much flutter material.,Knits
0,This top is really cute online  but that's about it.  it runs large  but even if i sized down the ruffles were a bit much and the top was a little boxy surprisingly.,Knits
0,The fabric is really itchy  i felt like i was wearing a carpet  and it reminded me of the 70's fabric crimplene. this will not be comfy in humid weather. the top also had a strange synthetic odor.it was returned.,Knits
0,This top is a nice color and soft material  but is much more of a swing top style than i was looking for. i will return it  but it could be ideal for someone who wants a very loose fitting casual look.,Knits
0,I ordered my usually size  xs  and it's just so wide and unflattering. looks like i'm wearing a tent. i don't understand why tops anymore are either huge or skin tight. why not something in between?!  the pink color is really pretty and the details are nice but it's just blah in terms of the fit.,Knits
0,"I bought three of these tees. i kept the turquoise one only though. the color was pretty - a little drab but not too bad.      i love the style.  the fabric is so soft and the one i wore was super comfy. the sleeves are cute without being too dramatic (like the ruffle sleeve tee - the sleeves were kind of ridiculous on me)     now - the cons - the colors are pretty drab. i normally look better in more vibrant colors. the ""red"" i bought made me look like a corpse. it's not pretty at all. can't re",Knits
0,Although the blouse is pretty it did not fit me well. i downsized two sizes and it still didn't hang well on my body. i think it looks great on the model and would probably look better on a thinner person. i am disappointed it did not work out and i will be returning it.,Knits
0,But  saldly  no....i tried the multicolored version in a size m and l. the fabric is almost good  though a touch sheer and perhaps problematic for washing. the real issue  though  is the fit. fyi: 36c  broad shoulders/back  high waist i typically wear a m in a knit top  but the waistband was tight and not forgiving. i think that the problem was that this is a top with a long waist. when i tried to put the waistband where it wanted to be (longer) it made the peplum stand out in an odd way from my,Knits
0,Comfortable  stretchy fabric. i ordered the xs and will probably take the sides in at least a couple of inches for a snugger fit...the fit is looser than it looks on the model.,Knits
1,I bought this in late august and have been wearing it ever since. i love that you can wear it either on or off-the-shoulder. the second option adds sexiness even though the top is flowy  comfortable  and easy to wear. on the shoulder i've even worn it to work on casual friday. the print is versatile  and i like that the fabric has a little heft while still being soft and drapey. i definitely recommend  especially since i notice it is now on sale!! it is generously sized  so i'd recommend erring,Knits
1,This was a near miss for me. i love the concept of the asymmetrical shoulder cutouts and the contrast of the beadwork to the simple gray crewneck  however  with some of the beads bulging out about 1/4 inch from the shirt  i have to say it almost bordered on gawdy christmas sweater status... but still cool. i actually thought this piece felt fairly sturdy and well-made  but the thing that got me and led me to return it was that even in an xs it was indeed cut wide. if it were a little shorter it,Knits
1,This top caught my eye in the store due to the beautiful print and lovely fabric. the photo really doesn't do it justice. i happened to have on a pencil skirt when i tried it on and the top looked great with my skirt though i will probably wear it more often with jeans or pants. it's a stunner!,Knits
1,This is the softest  most perfectly cut basic. love the black  wish the white was a true white or ivory instead of heathered. as usual with retailer basics  i prefer the regular length despite being petite with a short torso.,Knits
1,Looove this so much. the color in person is a rich wine. the pintuck and button details are hard to see in the photo  but there are three buttons so you can chose to open a couple.,Knits
1,High quality  great color  loved the neckline. unfortunately a little too snug on me so it showed my bulges on waist and back. not too snug if you don't have that problem. i loved this shirt but had to return it.,Knits
1,This has a unique style and feel to the fabric which i like. however  the color is not orange as advertised. it's more or a reddish pink tone which was somewhat disappointing because orange is what i was looking for. i will still keep it to pair with other outfits in mind.,Knits
1,The best shirt to throw on with a pair of shorts and it's effortlessly adorable!,Knits
1,On sale this is a great deal. the structure and fit of it are perfect- maybe runs a tad big  but i liked that- it's supposed to be a snug fit  and is  without being too clingy. i chose the berry color and love it- the ribbed style of fabric wasn't as visible in the pic online but i don't mind it in the darker color. can be worn with a bit of flair by unbuttoning the turtleneck or kept classic by not-,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,The straps are long but work ok for me. the material is very soft and the color (pink) is very nice. this is a tank you can wear under almost anything as the soft silky fabric will allow whatever you wear to glide right over it....no sticking!,Layering
1,I orderd this product in a size large  because i was afraid of it being seamless would make it too tight on my larger chest (32ddd)  however the opposite happened. because it doesn't have any kind of seams it is very boxy and not skin tight like i expected  however it still works because it does fit me around my chest comfortably and when worn under something it gives a nice blouson effect. also  the v is a very nice depth- not too deep or too shallow. overall  i'm happy with it because it's a n,Layering
1,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,Layering
1,This tank is super soft and very well fitted. it fits true to size. the lace is so pretty in front but what makes this unique is the lace on the back of the top. it is a unique design and good quality!,Layering
1,Confortable and looks great how ever you wear it.,Layering
1,"I always go w/ black  but deviated this time & so glad i did! quality fabric  not sheer at all. a great layering piece and new staple for the wardrobe. fits tts  sm (i'm 5'2""  109lbs)",Layering
1,I bought the black one on an extra 40% off sale and i just love it! not thrilled about the other colors  but i might order another one just because i like it so much. super soft and comfy. i had to order a size up since the mediums were all sold out  but i like the way it fits. not too big at all.,Layering
1,I purchased this top in the oatmeal/beige color. i love it. the material is very soft and it fits true to size. i would have purchased the black color too if it was still available.,Layering
1,Never want to take this tee off  so comfy  & neutral  ecru stripe  with a teeny bit sparklecolor is superb! goes with a ton of items from my own closets! need more in every color/print/stripe......just feels ooh  soooo good,Layering
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,Super itchy! had to return.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
1,Cute socks  very comfy as well. good quality in person.,Legwear
1,For cat lovers in particular  these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.,Legwear
1,These are both adorable and practical?they're versatile enough to dress up or down  and they are just warm enough for fall temperatures. these will definitely be my go-to tights this season.,Legwear
1,Love how these fit! they are warm and such a good price! i got 3 pairs. i washed mine in a garment bag and it washed just fine. i hung them dry.,Legwear
1,Fun to wear inside sneakers or just around the house shoeless. my daughters tried to take them  but i held on to them.,Legwear
1,Love these leggings!!! soft  cozy and yummy feeling! can't wait for the weather to get cooler! these fleece-lined leggings will be a new staple this winter!!!,Legwear
1,The raspberry color is really stunning! i have been looking for colored tights for a while and had difficulty finding really rich colors. i was thrilled when i saw these! i've worn them once so far. very comfortable and seem like they will last.,Legwear
1,Great tights with good color and quality. i got a lot of compliments on my head to toe retailer ensemble!,Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,Totally see through.,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
0,These are very well constructed  medium weight  besutiful leggings.,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,I'm still on the fence about these. i realize they got great reviews but i thought they would be a bit thicker. they just feel too flimsy and too much like i'm ready for bed. i was looking for more lounge pants that i felt like if i needed to run up to the store on a saturday afternoon that i wasn't wearing pjs. i just can't get past that. they are totally cute but i was definitely looking for more summer lounge-wear.    i ordered the small which fit fine. i wear 4-6 in retailer pants. i got the p,Lounge
0,I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that  it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo  it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an,Lounge
0,Though the quality is good and the fabric is both sturdy and soft  the cut of this top made this a no-go for me. it's a bit short in front and also boxy  which is emphasized by the dolman sleeves. i ordered the coral color and it was much brighter - almost neon-y - as opposed to the soft salmon color my screen shows. i regretfully returned it.,Lounge
0,"Nice weight and loved the design  but the inside was what i loved the most. it doesn't show in the photos  but the zipper is a light blue and the fabric is double-sided  so the inside is lined with light blue flowers on a darker blue background. cute detail! the only drawback was the length of the sleeves. they were about 2"" too long...and i have long arms! there wasn't enough stretch in band of the sleeve to keep them up once you pushed them up. the only other option i came up with was to fold",Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
0,I practically live in lounge pants  and i like the unique style of this wide-leg version. i'm generally a 6/28 in pants and ordered the small which fit well  if a bit big. the overall fit is great - slim at the hip with a nice wide waistband  and flatteringly-placed dropped pockets. the pants really slim my hips and provide a nice silhouette with the wide legs. the fabric is soft and flows and i did not experience any sheerness. as for color - i would call these a deep cool brown  definitely not,Lounge
1,I love this top--the fabric  the color  they way it hangs. i'm glad i tried it on in the store though because the v on the small went waaay too low  so i sized down to an xs and it was perfect. it basically fit the same as the small but with a higher v so my bra wouldn't show.,Lounge
1,I am in love with theses! they are incredibly comfortable and flattering. i have an hourglass figure  and they hug my hips perfectly. they perfect for the gym  but also look great with a tunic and booties for fun weekend wear. good + pure are my new go to legging brand. i'm going to order the solid black and other patterns retailer has.,Lounge
1,Love it! can't wait for warmer weather to wear this sassy number!  i'm not sure what kind of bra to wear if any but it it fits so nicely around my bust line that it looks tasteful.,Lounge
1,Got the jacket in blue xs  i am 5-1  110 lbs. fits great and wanted the beige one too! however the beige color ones have a totally different fit! the beige jackets run big and i was swimming in the xs  hence the mixed reviews from other peeps.,Lounge
1,Retailerpologists has always carried the best sweatpants. i wish they sold these in more colors. very flattering!,Lounge
1,"Nice jacket  good quality  flattering design. i'm 5""4""  115 lbs  bought a size s and fits well. love the hood. a little snug in the arms if you want to wear a long sleeve underneath. overall a good buy!",Lounge
1,I found this top to be very beautiful and well made. the fabric is on the lighter side  however for me that is a double plus. it is great for layering with a cami underneath and/or a heavier sweater on top. and going towards spring it extends wearing time. the lace on the sleeves is beautiful and a pretty peek a boo effect if layered under another sweater. it 's a subtle sexy top with endless possibilities. i found it runs very true to size. i purchased the aqua and after receiving it i rushed t,Lounge
1,"Sale price is a great price for a cute cover-up.  so this is not a polite company dress.  this is a ""i want to show off my cute underwear/bikini/cross-fit bod while i go get a cold pressed juice in venice"" kind of dress.  or you can just wear it at home like i do.  runs small btw  so size up.",Lounge
1,I love these leggings so much i bought them in every color/design!!! they are amazing! super stretchy and great for an active lifestyle be it pilates  yoga  playing with kids at the park or coffe with the girls.,Lounge
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
